titulo,endereco,preco,area,quartos,banheiros,vagas,bairro,latitude,longitude
Apartamento em Estrela,"Av. Carlos Cavalcanti, 2794 - Estrela",327845,78,3,2,1,Estrela,-25.10967371838513,-50.1568039205777
Apartamento em Santo Antonio,"Rua Paula Xavier, 2353 - Santo Antonio",94763,36,1,1,0,Santo Antonio,-25.06157740750746,-50.12072541564391
Apartamento em Jardim Sabara,"Av. Vicente Machado, 1745 - Jardim Sabara",147917,70,2,2,1,Jardim Sabara,-25.047443739330465,-50.17680917740712
Apartamento em Estrela,"Rua Balduino Taques, 2146 - Estrela",75912,31,1,1,0,Estrela,-25.118201228000547,-50.16108759978625
Apartamento em Jardim America,"Av. Vicente Machado, 877 - Jardim America",120552,52,2,1,1,Jardim America,-25.1144344911212,-50.13244005588659
Apartamento em Jardim America,"Av. Vicente Machado, 1616 - Jardim America",174766,67,2,1,1,Jardim America,-25.111174139881516,-50.129123070043995
Apartamento em Estrela,"Rua do Rosario, 2488 - Estrela",297907,72,2,2,1,Estrela,-25.110819651594934,-50.15787734780143
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 1965 - Uvaranas",117518,34,1,1,0,Uvaranas,-25.08327855489394,-50.13069945763172
Apartamento em Neves,"Av. Carlos Cavalcanti, 1568 - Neves",188738,65,2,1,1,Neves,-25.049364175453977,-50.13956205242484
Apartamento em Estrela,"Rua Paula Xavier, 2658 - Estrela",94938,42,2,1,0,Estrela,-25.10471696385664,-50.1530246364602
Apartamento em Vila Estrela,"Rua Balduino Taques, 437 - Vila Estrela",267794,69,3,1,1,Vila Estrela,-25.107455623688438,-50.15447105997379
Apartamento em Uvaranas,"Rua Paula Xavier, 124 - Uvaranas",139623,45,1,1,0,Uvaranas,-25.085616802067605,-50.13595702397579
Apartamento em Ronda,"Rua do Rosario, 446 - Ronda",81671,45,1,1,0,Ronda,-25.10044629797517,-50.18538616879844
Apartamento em Uvaranas,"Rua Balduino Taques, 1276 - Uvaranas",183324,54,2,1,1,Uvaranas,-25.08418489623943,-50.12573693714439
Apartamento em Orfãs,"Rua Comendador Miró, 142 - Orfãs",212527,64,2,1,1,Orfãs,-25.064629117183856,-50.16909445973649
Apartamento em Ronda,"Rua do Rosario, 2323 - Ronda",151946,43,1,1,0,Ronda,-25.098468757469924,-50.185435233216445
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 197 - Oficinas",341901,71,2,2,1,Oficinas,-25.116203039644105,-50.14258410569851
Apartamento em Oficinas,"Rua Paula Xavier, 44 - Oficinas",470880,141,3,3,2,Oficinas,-25.116019518899083,-50.14367529630652
Apartamento em Chapada,"Av. Carlos Cavalcanti, 2058 - Chapada",81118,49,1,1,0,Chapada,-25.040901813375584,-50.17532830964163
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 2982 - Orfãs",199546,88,2,2,1,Orfãs,-25.07499277451412,-50.168694192313076
Apartamento em Chapada,"Rua Comendador Miró, 2773 - Chapada",346621,90,3,2,1,Chapada,-25.038387623202645,-50.17074175958166
Apartamento em Nova Russia,"Rua Comendador Miró, 2072 - Nova Russia",177437,51,2,1,1,Nova Russia,-25.08070988707877,-50.17586765578264
Apartamento em Nova Russia,"Av. Vicente Machado, 107 - Nova Russia",72857,33,1,1,0,Nova Russia,-25.082714440764533,-50.1777059022873
Apartamento em Jardim America,"Rua Balduino Taques, 1198 - Jardim America",255979,62,2,1,1,Jardim America,-25.110806485374994,-50.13443637562959
Apartamento em Estrela,"Av. Carlos Cavalcanti, 332 - Estrela",297796,99,4,2,1,Estrela,-25.102815453997312,-50.16073256023401
Apartamento em Uvaranas,"Av. Vicente Machado, 893 - Uvaranas",105029,61,2,1,1,Uvaranas,-25.081150857640218,-50.125992802771954
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 2064 - Jardim Carvalho",549962,116,3,2,2,Jardim Carvalho,-25.07293838369126,-50.157384133918626
Apartamento em Jardim Sabara,"Rua do Rosario, 2678 - Jardim Sabara",85719,35,1,1,0,Jardim Sabara,-25.050404708488475,-50.17371393478248
Apartamento em Jardim Sabara,"Rua Paula Xavier, 1842 - Jardim Sabara",189474,74,2,2,1,Jardim Sabara,-25.05003632824122,-50.17770460683666
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 2563 - Jardim Carvalho",604653,122,3,3,2,Jardim Carvalho,-25.071725972257596,-50.15406451931995
Apartamento em Vila Estrela,"Rua Comendador Miró, 2807 - Vila Estrela",305421,89,3,2,1,Vila Estrela,-25.10737059083108,-50.14903643604724
Apartamento em Jardim America,"Rua do Rosario, 2495 - Jardim America",136026,68,2,1,1,Jardim America,-25.106591467690762,-50.132896893243824
Apartamento em Uvaranas,"Rua do Rosario, 2581 - Uvaranas",169187,67,2,1,1,Uvaranas,-25.08226299809163,-50.13070258379035
Apartamento em Santa Paula,"Rua Balduino Taques, 594 - Santa Paula",225801,67,3,1,1,Santa Paula,-25.12957591212507,-50.178490436526104
Apartamento em Contorno,"Rua Balduino Taques, 2053 - Contorno",108739,40,1,1,0,Contorno,-25.11812418070193,-50.20323603405646
Apartamento em Nova Russia,"Av. Vicente Machado, 1220 - Nova Russia",114897,46,1,1,0,Nova Russia,-25.081784662283727,-50.1799977670581
Apartamento em Estrela,"Rua do Rosario, 1498 - Estrela",186200,59,3,1,1,Estrela,-25.102230829986826,-50.151571618559856
Apartamento em Chapada,"Av. Vicente Machado, 2920 - Chapada",51481,30,2,1,0,Chapada,-25.046537983872398,-50.17219005761891
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 1058 - Santo Antonio",112032,57,2,1,1,Santo Antonio,-25.058930836913113,-50.11688576717378
Apartamento em Santo Antonio,"Av. Vicente Machado, 517 - Santo Antonio",76758,54,2,1,1,Santo Antonio,-25.0600646273497,-50.11632202821614
Apartamento em Santa Paula,"Rua Paula Xavier, 1652 - Santa Paula",297495,74,3,2,1,Santa Paula,-25.127288798500754,-50.18026731927649
Apartamento em Vila Estrela,"Rua Comendador Miró, 538 - Vila Estrela",783857,105,3,2,2,Vila Estrela,-25.108230023299456,-50.148678610905876
Apartamento em Santo Antonio,"Rua do Rosario, 1294 - Santo Antonio",147662,43,1,1,0,Santo Antonio,-25.056157497544106,-50.115372338739526
Apartamento em Chapada,"Av. Carlos Cavalcanti, 2082 - Chapada",59535,30,2,1,0,Chapada,-25.032921228334118,-50.171819203848514
Apartamento em Santo Antonio,"Rua Comendador Miró, 184 - Santo Antonio",296606,86,2,2,1,Santo Antonio,-25.06263763970091,-50.11870271523783
Apartamento em Oficinas,"Av. Vicente Machado, 2876 - Oficinas",179756,61,2,1,1,Oficinas,-25.11718444528528,-50.141979271661654
Apartamento em Olarias,"Rua Balduino Taques, 1200 - Olarias",115711,61,3,1,1,Olarias,-25.10385768607567,-50.13684040811112
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 308 - Jardim America",108798,32,2,1,0,Jardim America,-25.109184450940422,-50.136957067168225
Apartamento em Ronda,"Av. Carlos Cavalcanti, 2750 - Ronda",141377,50,2,1,1,Ronda,-25.098939555671006,-50.183523795220324
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2641 - Uvaranas",160624,62,2,1,1,Uvaranas,-25.084095106830347,-50.13590609166985
Apartamento em Olarias,"Av. Carlos Cavalcanti, 456 - Olarias",122170,52,2,1,1,Olarias,-25.09634464904543,-50.14067057725253
Apartamento em Uvaranas,"Rua Balduino Taques, 1635 - Uvaranas",170009,73,3,2,1,Uvaranas,-25.083209768014246,-50.133934217795584
Apartamento em Vila Estrela,"Rua Paula Xavier, 274 - Vila Estrela",551557,98,4,2,1,Vila Estrela,-25.111682277373713,-50.15814721561927
Apartamento em Neves,"Rua do Rosario, 2001 - Neves",71195,48,1,1,0,Neves,-25.052528782149828,-50.14119730050401
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 478 - Orfãs",294710,67,2,1,1,Orfãs,-25.07381986587134,-50.16902334146718
Apartamento em Boa Vista,"Rua do Rosario, 647 - Boa Vista",278541,92,3,2,1,Boa Vista,-25.05943364232472,-50.155260735136814
Apartamento em Santa Paula,"Av. Vicente Machado, 1321 - Santa Paula",186529,56,3,1,1,Santa Paula,-25.134711027426544,-50.17666934172339
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 265 - Oficinas",89670,30,1,1,0,Oficinas,-25.118885388824765,-50.14134485046453
Apartamento em Chapada,"Av. Carlos Cavalcanti, 884 - Chapada",115899,49,1,1,0,Chapada,-25.03778052310113,-50.17354434163226
Apartamento em Oficinas,"Rua Balduino Taques, 2810 - Oficinas",245093,63,2,1,1,Oficinas,-25.114878109101756,-50.14882637741317
Apartamento em Vila Estrela,"Rua Comendador Miró, 731 - Vila Estrela",198854,44,1,1,0,Vila Estrela,-25.109409348239332,-50.15793797589994
Apartamento em Uvaranas,"Rua Paula Xavier, 1669 - Uvaranas",108377,62,3,1,1,Uvaranas,-25.089808114742493,-50.126817757644
Apartamento em Uvaranas,"Rua Comendador Miró, 1859 - Uvaranas",205254,53,2,1,1,Uvaranas,-25.086070808541574,-50.12902480032236
Apartamento em Vila Estrela,"Rua Comendador Miró, 1072 - Vila Estrela",719414,131,3,3,2,Vila Estrela,-25.108661292320665,-50.148138114250905
Apartamento em Estrela,"Rua Balduino Taques, 1765 - Estrela",198993,74,2,2,1,Estrela,-25.1052161560711,-50.15583258727362
Apartamento em Neves,"Rua Paula Xavier, 683 - Neves",133532,70,2,2,1,Neves,-25.048675480580034,-50.139005430346884
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 1982 - Orfãs",262901,72,2,2,1,Orfãs,-25.07080285040461,-50.17015545368428
Apartamento em Santa Paula,"Av. Vicente Machado, 2863 - Santa Paula",125552,67,2,1,1,Santa Paula,-25.13040406160379,-50.182717040399794
Apartamento em Vila Estrela,"Rua Comendador Miró, 2346 - Vila Estrela",487624,60,2,1,1,Vila Estrela,-25.11052068236491,-50.15248062299537
Apartamento em Jardim America,"Rua do Rosario, 2455 - Jardim America",129235,58,2,1,1,Jardim America,-25.109269173050308,-50.137450296086925
Apartamento em Orfãs,"Rua Comendador Miró, 2379 - Orfãs",240038,56,3,1,1,Orfãs,-25.06700687834031,-50.16701112906963
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 1306 - Jardim Carvalho",116320,155,5,3,2,Jardim Carvalho,-25.07137996037229,-50.1594149508764
Apartamento em Centro,"Av. Carlos Cavalcanti, 614 - Centro",270193,44,2,1,0,Centro,-25.09350316672447,-50.167302425719164
Apartamento em Santa Paula,"Rua Balduino Taques, 2770 - Santa Paula",175213,87,2,2,1,Santa Paula,-25.12901785337553,-50.18211795585995
Apartamento em Vila Estrela,"Rua Comendador Miró, 25 - Vila Estrela",939491,131,3,3,2,Vila Estrela,-25.11162210222732,-50.153750448517776
Apartamento em Santo Antonio,"Av. Vicente Machado, 2608 - Santo Antonio",129751,55,2,1,1,Santo Antonio,-25.062019612254954,-50.12132805921181
Apartamento em Santo Antonio,"Rua do Rosario, 409 - Santo Antonio",182039,76,2,2,1,Santo Antonio,-25.063455946702263,-50.12067700343351
Apartamento em Oficinas,"Av. Vicente Machado, 1731 - Oficinas",136456,52,2,1,1,Oficinas,-25.117285869764075,-50.14562998184976
Apartamento em Olarias,"Rua do Rosario, 1556 - Olarias",175335,53,2,1,1,Olarias,-25.100617590394343,-50.138825927008206
Apartamento em Orfãs,"Av. Vicente Machado, 2793 - Orfãs",263437,54,2,1,1,Orfãs,-25.072134107621178,-50.17376496622558
Apartamento em Centro,"Rua Paula Xavier, 76 - Centro",304905,62,2,1,1,Centro,-25.088709267486472,-50.16395798273071
Apartamento em Contorno,"Rua do Rosario, 520 - Contorno",87706,35,1,1,0,Contorno,-25.119708606800042,-50.20080235992504
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 1705 - Santa Paula",73846,35,1,1,0,Santa Paula,-25.1305555909129,-50.1759586099857
Apartamento em Vila Estrela,"Rua do Rosario, 1754 - Vila Estrela",718865,119,3,2,2,Vila Estrela,-25.110656626839788,-50.15001962822214
Apartamento em Jardim Sabara,"Rua Paula Xavier, 474 - Jardim Sabara",90378,81,2,2,1,Jardim Sabara,-25.052576060495046,-50.177224433225064
Apartamento em Estrela,"Rua Paula Xavier, 734 - Estrela",401826,67,2,1,1,Estrela,-25.104896688967088,-50.15458758258577
Apartamento em Olarias,"Rua do Rosario, 1795 - Olarias",252362,127,3,3,2,Olarias,-25.108206375670843,-50.13858581251563
Apartamento em Jardim America,"Rua Comendador Miró, 2830 - Jardim America",78020,54,2,1,1,Jardim America,-25.11366090412227,-50.132868251635465
Apartamento em Vila Estrela,"Rua do Rosario, 416 - Vila Estrela",811492,154,6,3,2,Vila Estrela,-25.11202715632798,-50.15238764097402
Apartamento em Uvaranas,"Rua Balduino Taques, 377 - Uvaranas",131026,47,1,1,0,Uvaranas,-25.07883264986056,-50.13739795619031
Apartamento em Centro,"Av. Carlos Cavalcanti, 434 - Centro",278711,78,2,2,1,Centro,-25.09127047185485,-50.1684204698441
Apartamento em Santa Paula,"Rua do Rosario, 2241 - Santa Paula",93195,55,2,1,1,Santa Paula,-25.130057415102144,-50.181196661892336
Apartamento em Nova Russia,"Rua do Rosario, 2390 - Nova Russia",69653,34,1,1,0,Nova Russia,-25.079967530381342,-50.18475399767969
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 877 - Oficinas",271043,57,2,1,1,Oficinas,-25.11946114024614,-50.14430495627519
Apartamento em Ronda,"Rua do Rosario, 1570 - Ronda",75760,51,2,1,1,Ronda,-25.099462717549095,-50.18414305638775
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 519 - Nova Russia",81750,32,2,1,0,Nova Russia,-25.08243564216902,-50.17757304651922
Apartamento em Chapada,"Av. Carlos Cavalcanti, 1701 - Chapada",107847,39,1,1,0,Chapada,-25.04063914178936,-50.16598333090053
Apartamento em Jardim America,"Rua Paula Xavier, 927 - Jardim America",243735,63,3,1,1,Jardim America,-25.107306988580728,-50.128569341445605
Apartamento em Jardim Sabara,"Rua Comendador Miró, 1093 - Jardim Sabara",93743,43,1,1,0,Jardim Sabara,-25.0471193774744,-50.178532403043405
Apartamento em Contorno,"Av. Carlos Cavalcanti, 2767 - Contorno",157041,65,2,1,1,Contorno,-25.120441254001292,-50.20135487313636
Apartamento em Ronda,"Av. Carlos Cavalcanti, 143 - Ronda",126459,51,3,1,1,Ronda,-25.106391185260403,-50.186081252462586
Apartamento em Centro,"Rua Paula Xavier, 2135 - Centro",356128,70,3,2,1,Centro,-25.092302228653296,-50.167157387866595
Apartamento em Neves,"Rua do Rosario, 1771 - Neves",66763,30,1,1,0,Neves,-25.05015826418909,-50.14400430570876
Apartamento em Ronda,"Av. Carlos Cavalcanti, 799 - Ronda",193459,59,2,1,1,Ronda,-25.100037682256495,-50.18578545152086
Apartamento em Jardim America,"Rua do Rosario, 1767 - Jardim America",180598,96,3,2,1,Jardim America,-25.108753848692487,-50.13751339037126
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 2992 - Jardim Carvalho",302700,59,2,1,1,Jardim Carvalho,-25.07563585996479,-50.15564116351735
Apartamento em Estrela,"Rua Paula Xavier, 2128 - Estrela",326755,75,2,2,1,Estrela,-25.106697202933145,-50.153576723495256
Apartamento em Estrela,"Rua Balduino Taques, 2918 - Estrela",225885,58,2,1,1,Estrela,-25.10570405668308,-50.15490248610583
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2373 - Jardim Carvalho",459735,81,2,2,1,Jardim Carvalho,-25.076467690374418,-50.15144896860671
Apartamento em Jardim America,"Rua Comendador Miró, 1075 - Jardim America",88342,30,1,1,0,Jardim America,-25.10884107929972,-50.13600550451065
Apartamento em Olarias,"Rua Paula Xavier, 844 - Olarias",195914,91,4,2,1,Olarias,-25.097759330881367,-50.140245886526294
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 57 - Uvaranas",84885,45,2,1,0,Uvaranas,-25.088613188405926,-50.12693462090608
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2236 - Jardim Carvalho",238043,55,3,1,1,Jardim Carvalho,-25.075709323668754,-50.15464838085839
Apartamento em Uvaranas,"Rua Balduino Taques, 544 - Uvaranas",36668,50,2,1,1,Uvaranas,-25.085182693796945,-50.12771904375484
Apartamento em Santo Antonio,"Rua Paula Xavier, 774 - Santo Antonio",138260,53,2,1,1,Santo Antonio,-25.06196043627781,-50.114010730441855
Apartamento em Ronda,"Av. Vicente Machado, 1226 - Ronda",131125,55,2,1,1,Ronda,-25.097454288137758,-50.18755566629636
Apartamento em Orfãs,"Av. Vicente Machado, 2984 - Orfãs",280416,62,2,1,1,Orfãs,-25.065535872550505,-50.173226250167616
Apartamento em Jardim America,"Rua Comendador Miró, 221 - Jardim America",102036,50,2,1,1,Jardim America,-25.11317340935951,-50.135185360813566
Apartamento em Boa Vista,"Av. Vicente Machado, 2579 - Boa Vista",245968,83,3,2,1,Boa Vista,-25.058081998284486,-50.15764455585393
Apartamento em Centro,"Rua do Rosario, 433 - Centro",377373,93,3,2,1,Centro,-25.089417408556205,-50.1756879920295
Apartamento em Nova Russia,"Rua do Rosario, 512 - Nova Russia",110827,40,1,1,0,Nova Russia,-25.085847489461248,-50.184299067776124
Apartamento em Nova Russia,"Rua Paula Xavier, 749 - Nova Russia",88071,35,2,1,0,Nova Russia,-25.08123330716887,-50.18393759995539
Apartamento em Uvaranas,"Rua Paula Xavier, 861 - Uvaranas",65085,60,3,1,1,Uvaranas,-25.082058986005233,-50.130237996709326
Apartamento em Jardim America,"Rua Balduino Taques, 1704 - Jardim America",127188,58,3,1,1,Jardim America,-25.108369781136158,-50.13441340909562
Apartamento em Uvaranas,"Rua Comendador Miró, 322 - Uvaranas",99427,40,1,1,0,Uvaranas,-25.08213574660347,-50.126060408906156
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 1294 - Orfãs",158918,46,1,1,0,Orfãs,-25.071093898636,-50.16830240849364
Apartamento em Santo Antonio,"Av. Vicente Machado, 1233 - Santo Antonio",130060,36,1,1,0,Santo Antonio,-25.067045468216275,-50.11803323725382
Apartamento em Centro,"Rua Comendador Miró, 2333 - Centro",277673,59,2,1,1,Centro,-25.086712923519137,-50.16595683993574
Apartamento em Oficinas,"Rua Paula Xavier, 1430 - Oficinas",244225,60,3,1,1,Oficinas,-25.120024246115648,-50.14726068106331
Apartamento em Santa Paula,"Rua do Rosario, 2248 - Santa Paula",145954,70,2,2,1,Santa Paula,-25.1365058956526,-50.17601366103545
Apartamento em Centro,"Rua Comendador Miró, 1052 - Centro",554856,110,4,2,2,Centro,-25.09288698763312,-50.16877531565536
Apartamento em Nova Russia,"Rua Balduino Taques, 2205 - Nova Russia",60022,35,2,1,0,Nova Russia,-25.082002533714373,-50.18385960872284
Apartamento em Centro,"Av. Vicente Machado, 895 - Centro",407704,79,2,2,1,Centro,-25.087260632016566,-50.169061231903555
Apartamento em Chapada,"Av. Vicente Machado, 130 - Chapada",159060,53,3,1,1,Chapada,-25.040087849068126,-50.1698521909441
Apartamento em Neves,"Rua Balduino Taques, 2990 - Neves",87913,33,2,1,0,Neves,-25.053593987128192,-50.14581435722565
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 826 - Jardim Carvalho",657943,84,2,2,1,Jardim Carvalho,-25.07218769530571,-50.15180836844219
Apartamento em Uvaranas,"Rua do Rosario, 2680 - Uvaranas",128438,42,1,1,0,Uvaranas,-25.088913468925803,-50.132171989027775
Apartamento em Contorno,"Av. Carlos Cavalcanti, 1796 - Contorno",98870,36,1,1,0,Contorno,-25.1183732134764,-50.19745342937541
Apartamento em Jardim Sabara,"Av. Vicente Machado, 1034 - Jardim Sabara",140221,49,1,1,0,Jardim Sabara,-25.045157421161825,-50.175231784278495
Apartamento em Estrela,"Rua Comendador Miró, 1161 - Estrela",289393,82,3,2,1,Estrela,-25.105385720504163,-50.15556507028523
Apartamento em Jardim America,"Rua do Rosario, 1286 - Jardim America",66614,44,2,1,0,Jardim America,-25.10963791031477,-50.13229667817775
Apartamento em Estrela,"Rua Comendador Miró, 2008 - Estrela",494665,125,3,3,2,Estrela,-25.10368861155473,-50.15283096351961
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 2452 - Vila Estrela",546387,114,3,2,2,Vila Estrela,-25.1055271952386,-50.14661252368077
Apartamento em Boa Vista,"Rua do Rosario, 450 - Boa Vista",234199,97,3,2,1,Boa Vista,-25.057717454606752,-50.161925313261804
Apartamento em Jardim America,"Rua do Rosario, 1455 - Jardim America",61724,56,2,1,1,Jardim America,-25.111085971118516,-50.13526830009651
Apartamento em Chapada,"Rua Balduino Taques, 1850 - Chapada",35986,30,1,1,0,Chapada,-25.045101780429874,-50.17431066995701
Apartamento em Estrela,"Rua do Rosario, 1046 - Estrela",262024,69,2,1,1,Estrela,-25.10645780327626,-50.15789513078433
Apartamento em Vila Estrela,"Rua Comendador Miró, 2182 - Vila Estrela",393256,86,2,2,1,Vila Estrela,-25.108387913152512,-50.152426409156895
Apartamento em Chapada,"Rua Balduino Taques, 746 - Chapada",248931,50,2,1,1,Chapada,-25.039413146400104,-50.167187771975584
Apartamento em Neves,"Av. Vicente Machado, 1475 - Neves",127956,44,1,1,0,Neves,-25.051651911751335,-50.143601328161644
Apartamento em Ronda,"Rua Comendador Miró, 1532 - Ronda",136809,50,3,1,1,Ronda,-25.10070772167359,-50.17810676792728
Apartamento em Chapada,"Rua Paula Xavier, 510 - Chapada",204129,94,4,2,1,Chapada,-25.0408683473989,-50.16641155734338
