titulo,endereco,preco,area,quartos,banheiros,vagas,bairro
Apartamento em Nova Russia,"Rua Balduino Taques, 2205 - Nova Russia",60022,35,2,1,0,Nova Russia
Apartamento em Centro,"Av. Vicente Machado, 895 - Centro",407704,79,2,2,1,Centro
Apartamento em Chapada,"Av. Vicente Machado, 130 - Chapada",159060,53,3,1,1,Chapada
Apartamento em Neves,"Rua Balduino Taques, 2990 - Neves",87913,33,2,1,0,Neves
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 826 - Jardim Carvalho",657943,84,2,2,1,Jardim Carvalho
Apartamento em Uvaranas,"Rua do Rosario, 2680 - Uvaranas",128438,42,1,1,0,Uvaranas
Apartamento em Contorno,"Av. Carlos Cavalcanti, 1796 - Contorno",98870,36,1,1,0,Contorno
Apartamento em Jardim Sabara,"Av. Vicente Machado, 1034 - Jardim Sabara",140221,49,1,1,0,Jardim Sabara
Apartamento em Estrela,"Rua Comendador Miró, 1161 - Estrela",289393,82,3,2,1,Estrela
Apartamento em Jardim America,"Rua do Rosario, 1286 - Jardim America",66614,44,2,1,0,Jardim America
Apartamento em Estrela,"Rua Comendador Miró, 2008 - Estrela",494665,125,3,3,2,Estrela
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 2452 - Vila Estrela",546387,114,3,2,2,Vila Estrela
Apartamento em Boa Vista,"Rua do Rosario, 450 - Boa Vista",234199,97,3,2,1,Boa Vista
Apartamento em Jardim America,"Rua do Rosario, 1455 - Jardim America",61724,56,2,1,1,Jardim America
Apartamento em Chapada,"Rua Balduino Taques, 1850 - Chapada",35986,30,1,1,0,Chapada
Apartamento em Estrela,"Rua do Rosario, 1046 - Estrela",262024,69,2,1,1,Estrela
Apartamento em Vila Estrela,"Rua Comendador Miró, 2182 - Vila Estrela",393256,86,2,2,1,Vila Estrela
Apartamento em Chapada,"Rua Balduino Taques, 746 - Chapada",248931,50,2,1,1,Chapada
Apartamento em Neves,"Av. Vicente Machado, 1475 - Neves",127956,44,1,1,0,Neves
Apartamento em Ronda,"Rua Comendador Miró, 1532 - Ronda",136809,50,3,1,1,Ronda
Apartamento em Chapada,"Rua Paula Xavier, 510 - Chapada",204129,94,4,2,1,Chapada
Apartamento em Centro,"Rua Balduino Taques, 2946 - Centro",642748,95,3,2,1,Centro
Apartamento em Neves,"Rua do Rosario, 1327 - Neves",31518,48,1,1,0,Neves
Apartamento em Ronda,"Av. Carlos Cavalcanti, 1171 - Ronda",233121,50,2,1,1,Ronda
Apartamento em Orfãs,"Rua Balduino Taques, 2307 - Orfãs",469528,102,3,2,2,Orfãs
Apartamento em Boa Vista,"Rua Comendador Miró, 316 - Boa Vista",112357,42,1,1,0,Boa Vista
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 1311 - Vila Estrela",158949,118,3,2,2,Vila Estrela
Apartamento em Neves,"Rua Balduino Taques, 2033 - Neves",105347,57,3,1,1,Neves
Apartamento em Santa Paula,"Rua Paula Xavier, 1735 - Santa Paula",75007,50,3,1,1,Santa Paula
Apartamento em Nova Russia,"Av. Vicente Machado, 2473 - Nova Russia",149091,59,3,1,1,Nova Russia
Apartamento em Neves,"Av. Vicente Machado, 2370 - Neves",125435,78,2,2,1,Neves
Apartamento em Centro,"Rua Comendador Miró, 2368 - Centro",188814,46,1,1,0,Centro
Apartamento em Centro,"Rua Paula Xavier, 546 - Centro",440118,91,3,2,1,Centro
Apartamento em Jardim America,"Rua do Rosario, 2170 - Jardim America",215534,82,3,2,1,Jardim America
Apartamento em Oficinas,"Rua Balduino Taques, 294 - Oficinas",208867,64,2,1,1,Oficinas
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 2972 - Santa Paula",111604,69,3,1,1,Santa Paula
Apartamento em Contorno,"Rua Paula Xavier, 1649 - Contorno",127077,48,1,1,0,Contorno
Apartamento em Uvaranas,"Rua Paula Xavier, 2032 - Uvaranas",82005,84,2,2,1,Uvaranas
Apartamento em Oficinas,"Rua Comendador Miró, 1871 - Oficinas",124977,55,2,1,1,Oficinas
Apartamento em Santa Paula,"Rua Balduino Taques, 1541 - Santa Paula",105893,38,1,1,0,Santa Paula
Apartamento em Nova Russia,"Rua Balduino Taques, 52 - Nova Russia",39155,30,2,1,0,Nova Russia
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 2826 - Jardim Carvalho",437867,72,3,2,1,Jardim Carvalho
Apartamento em Vila Estrela,"Rua Balduino Taques, 792 - Vila Estrela",563454,60,2,1,1,Vila Estrela
Apartamento em Chapada,"Rua do Rosario, 30 - Chapada",81090,46,1,1,0,Chapada
Apartamento em Oficinas,"Rua Balduino Taques, 463 - Oficinas",213358,57,2,1,1,Oficinas
Apartamento em Oficinas,"Rua Balduino Taques, 1090 - Oficinas",201504,49,1,1,0,Oficinas
Apartamento em Neves,"Av. Carlos Cavalcanti, 1115 - Neves",43236,31,1,1,0,Neves
Apartamento em Estrela,"Rua do Rosario, 1897 - Estrela",72756,57,2,1,1,Estrela
Apartamento em Nova Russia,"Av. Vicente Machado, 2402 - Nova Russia",101664,45,2,1,0,Nova Russia
Apartamento em Vila Estrela,"Rua Comendador Miró, 511 - Vila Estrela",1009170,147,3,3,2,Vila Estrela
Apartamento em Jardim Sabara,"Rua do Rosario, 1967 - Jardim Sabara",69196,31,1,1,0,Jardim Sabara
Apartamento em Santa Paula,"Rua Paula Xavier, 1987 - Santa Paula",92098,45,1,1,0,Santa Paula
Apartamento em Ronda,"Rua Paula Xavier, 2923 - Ronda",86868,44,2,1,0,Ronda
Apartamento em Uvaranas,"Av. Vicente Machado, 2711 - Uvaranas",94907,48,1,1,0,Uvaranas
Apartamento em Orfãs,"Rua Balduino Taques, 2035 - Orfãs",200512,70,2,2,1,Orfãs
Apartamento em Oficinas,"Rua Comendador Miró, 895 - Oficinas",193018,50,2,1,1,Oficinas
Apartamento em Santo Antonio,"Av. Vicente Machado, 2007 - Santo Antonio",140674,40,1,1,0,Santo Antonio
Apartamento em Nova Russia,"Rua do Rosario, 2171 - Nova Russia",73551,61,2,1,1,Nova Russia
Apartamento em Jardim Sabara,"Rua Paula Xavier, 2912 - Jardim Sabara",110764,60,2,1,1,Jardim Sabara
Apartamento em Santo Antonio,"Rua do Rosario, 442 - Santo Antonio",47319,82,2,2,1,Santo Antonio
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 1589 - Jardim Carvalho",294413,49,1,1,0,Jardim Carvalho
Apartamento em Santo Antonio,"Rua do Rosario, 841 - Santo Antonio",118528,90,3,2,1,Santo Antonio
Apartamento em Jardim America,"Rua Paula Xavier, 1742 - Jardim America",80224,42,2,1,0,Jardim America
Apartamento em Estrela,"Rua do Rosario, 2665 - Estrela",74036,60,2,1,1,Estrela
Apartamento em Nova Russia,"Rua Balduino Taques, 461 - Nova Russia",155294,67,3,1,1,Nova Russia
Apartamento em Ronda,"Av. Carlos Cavalcanti, 776 - Ronda",46945,34,2,1,0,Ronda
Apartamento em Boa Vista,"Rua Comendador Miró, 2184 - Boa Vista",208836,73,3,2,1,Boa Vista
Apartamento em Santo Antonio,"Rua Balduino Taques, 2264 - Santo Antonio",93230,75,2,2,1,Santo Antonio
Apartamento em Uvaranas,"Av. Vicente Machado, 626 - Uvaranas",189752,75,2,2,1,Uvaranas
Apartamento em Jardim America,"Rua do Rosario, 1376 - Jardim America",73314,30,1,1,0,Jardim America
Apartamento em Oficinas,"Rua Paula Xavier, 410 - Oficinas",304670,91,3,2,1,Oficinas
Apartamento em Oficinas,"Rua Comendador Miró, 1740 - Oficinas",153768,59,2,1,1,Oficinas
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 733 - Orfãs",99715,30,1,1,0,Orfãs
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 2134 - Boa Vista",157320,41,1,1,0,Boa Vista
Apartamento em Vila Estrela,"Rua Balduino Taques, 2657 - Vila Estrela",495239,86,3,2,1,Vila Estrela
Apartamento em Ronda,"Av. Vicente Machado, 481 - Ronda",213871,61,2,1,1,Ronda
Apartamento em Oficinas,"Rua do Rosario, 1100 - Oficinas",166518,51,2,1,1,Oficinas
Apartamento em Ronda,"Rua Balduino Taques, 1138 - Ronda",97286,31,2,1,0,Ronda
Apartamento em Ronda,"Rua Comendador Miró, 2942 - Ronda",117651,39,1,1,0,Ronda
Apartamento em Jardim America,"Rua Balduino Taques, 910 - Jardim America",199604,57,2,1,1,Jardim America
Apartamento em Boa Vista,"Av. Vicente Machado, 843 - Boa Vista",165841,55,2,1,1,Boa Vista
Apartamento em Chapada,"Rua Comendador Miró, 2452 - Chapada",46120,42,1,1,0,Chapada
Apartamento em Contorno,"Rua Balduino Taques, 768 - Contorno",173160,57,2,1,1,Contorno
Apartamento em Jardim Sabara,"Rua do Rosario, 1962 - Jardim Sabara",210132,61,2,1,1,Jardim Sabara
Apartamento em Contorno,"Rua Comendador Miró, 987 - Contorno",72518,42,1,1,0,Contorno
Apartamento em Estrela,"Rua Balduino Taques, 692 - Estrela",118896,33,1,1,0,Estrela
Apartamento em Estrela,"Av. Carlos Cavalcanti, 590 - Estrela",393181,76,2,2,1,Estrela
Apartamento em Centro,"Av. Carlos Cavalcanti, 1378 - Centro",321505,47,1,1,0,Centro
Apartamento em Centro,"Rua Comendador Miró, 49 - Centro",1503839,219,4,4,3,Centro
Apartamento em Chapada,"Rua do Rosario, 14 - Chapada",98144,68,2,1,1,Chapada
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 458 - Santa Paula",85030,34,1,1,0,Santa Paula
Apartamento em Oficinas,"Rua do Rosario, 2795 - Oficinas",339395,85,2,2,1,Oficinas
Apartamento em Contorno,"Rua do Rosario, 2070 - Contorno",155470,77,2,2,1,Contorno
Apartamento em Estrela,"Rua Balduino Taques, 419 - Estrela",76995,42,1,1,0,Estrela
Apartamento em Contorno,"Rua Paula Xavier, 1863 - Contorno",143510,55,2,1,1,Contorno
Apartamento em Santa Paula,"Rua do Rosario, 1064 - Santa Paula",132945,69,2,1,1,Santa Paula
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 65 - Santa Paula",204730,70,2,2,1,Santa Paula
Apartamento em Chapada,"Rua Paula Xavier, 2131 - Chapada",156096,65,2,1,1,Chapada
Apartamento em Santa Paula,"Rua Comendador Miró, 2137 - Santa Paula",216491,101,4,2,2,Santa Paula
Apartamento em Centro,"Av. Vicente Machado, 1473 - Centro",786485,208,4,4,5,Centro
Apartamento em Santa Paula,"Rua do Rosario, 2860 - Santa Paula",91004,36,2,1,0,Santa Paula
Apartamento em Vila Estrela,"Rua Comendador Miró, 375 - Vila Estrela",662899,94,3,2,1,Vila Estrela
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 2626 - Orfãs",417707,96,3,2,1,Orfãs
Apartamento em Nova Russia,"Rua Comendador Miró, 2790 - Nova Russia",124666,45,1,1,0,Nova Russia
Apartamento em Olarias,"Av. Carlos Cavalcanti, 2168 - Olarias",177150,54,2,1,1,Olarias
Apartamento em Estrela,"Rua Comendador Miró, 1438 - Estrela",142319,34,1,1,0,Estrela
Apartamento em Neves,"Av. Carlos Cavalcanti, 1141 - Neves",128591,45,1,1,0,Neves
Apartamento em Contorno,"Rua do Rosario, 2140 - Contorno",248472,65,3,1,1,Contorno
Apartamento em Neves,"Rua Balduino Taques, 1785 - Neves",169588,63,2,1,1,Neves
Apartamento em Santo Antonio,"Rua Paula Xavier, 1191 - Santo Antonio",149709,88,2,2,1,Santo Antonio
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 2817 - Nova Russia",249678,61,2,1,1,Nova Russia
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 2152 - Jardim Carvalho",524377,71,2,2,1,Jardim Carvalho
Apartamento em Contorno,"Rua Comendador Miró, 676 - Contorno",102427,55,2,1,1,Contorno
Apartamento em Contorno,"Rua Balduino Taques, 1217 - Contorno",136701,48,1,1,0,Contorno
Apartamento em Centro,"Av. Vicente Machado, 1169 - Centro",586471,101,3,2,2,Centro
Apartamento em Nova Russia,"Rua Paula Xavier, 30 - Nova Russia",107185,63,3,1,1,Nova Russia
Apartamento em Vila Estrela,"Rua Balduino Taques, 214 - Vila Estrela",604348,96,3,2,1,Vila Estrela
Apartamento em Boa Vista,"Rua Paula Xavier, 2066 - Boa Vista",126618,37,2,1,0,Boa Vista
Apartamento em Olarias,"Rua Balduino Taques, 2931 - Olarias",109225,38,2,1,0,Olarias
Apartamento em Boa Vista,"Rua Comendador Miró, 815 - Boa Vista",72393,45,2,1,0,Boa Vista
Apartamento em Vila Estrela,"Rua Balduino Taques, 1201 - Vila Estrela",258257,72,2,2,1,Vila Estrela
Apartamento em Ronda,"Rua Paula Xavier, 1028 - Ronda",163007,70,3,2,1,Ronda
Apartamento em Jardim America,"Rua Balduino Taques, 1080 - Jardim America",74021,33,1,1,0,Jardim America
Apartamento em Contorno,"Av. Vicente Machado, 2319 - Contorno",143306,42,1,1,0,Contorno
Apartamento em Vila Estrela,"Rua Paula Xavier, 2378 - Vila Estrela",525575,107,3,2,2,Vila Estrela
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1034 - Jardim Carvalho",736618,139,3,3,2,Jardim Carvalho
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1243 - Jardim Carvalho",360265,63,2,1,1,Jardim Carvalho
Apartamento em Contorno,"Rua do Rosario, 2583 - Contorno",241842,57,3,1,1,Contorno
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 1799 - Santo Antonio",171513,72,2,2,1,Santo Antonio
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 2853 - Nova Russia",164673,61,3,1,1,Nova Russia
Apartamento em Neves,"Rua Comendador Miró, 2928 - Neves",224687,50,2,1,1,Neves
Apartamento em Chapada,"Av. Carlos Cavalcanti, 1920 - Chapada",125764,56,2,1,1,Chapada
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 123 - Vila Estrela",323756,49,1,1,0,Vila Estrela
Apartamento em Olarias,"Av. Carlos Cavalcanti, 372 - Olarias",41739,45,2,1,0,Olarias
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 1003 - Jardim Carvalho",191183,75,2,2,1,Jardim Carvalho
Apartamento em Jardim Sabara,"Rua do Rosario, 2235 - Jardim Sabara",118981,41,1,1,0,Jardim Sabara
Apartamento em Contorno,"Av. Carlos Cavalcanti, 525 - Contorno",74719,55,3,1,1,Contorno
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 2131 - Jardim America",102081,32,1,1,0,Jardim America
Apartamento em Santo Antonio,"Rua Balduino Taques, 234 - Santo Antonio",217776,69,2,1,1,Santo Antonio
Apartamento em Boa Vista,"Rua Comendador Miró, 448 - Boa Vista",254534,78,2,2,1,Boa Vista
Apartamento em Neves,"Rua Paula Xavier, 2326 - Neves",208818,49,1,1,0,Neves
Apartamento em Santa Paula,"Rua Balduino Taques, 507 - Santa Paula",124207,48,1,1,0,Santa Paula
Apartamento em Jardim Sabara,"Rua Balduino Taques, 2883 - Jardim Sabara",215136,86,2,2,1,Jardim Sabara
Apartamento em Orfãs,"Rua do Rosario, 2038 - Orfãs",109904,51,2,1,1,Orfãs
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2630 - Jardim Carvalho",953879,135,3,3,2,Jardim Carvalho
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 2955 - Jardim Carvalho",561368,126,3,3,2,Jardim Carvalho
Apartamento em Centro,"Av. Vicente Machado, 479 - Centro",903939,164,5,3,2,Centro
Apartamento em Uvaranas,"Rua do Rosario, 505 - Uvaranas",189410,74,3,2,1,Uvaranas
Apartamento em Jardim Sabara,"Av. Vicente Machado, 434 - Jardim Sabara",299884,65,3,1,1,Jardim Sabara
Apartamento em Santa Paula,"Rua do Rosario, 1827 - Santa Paula",170143,67,3,1,1,Santa Paula
Apartamento em Jardim America,"Rua Balduino Taques, 1238 - Jardim America",245063,111,4,2,2,Jardim America
Apartamento em Jardim America,"Av. Vicente Machado, 972 - Jardim America",132202,50,2,1,1,Jardim America
Apartamento em Olarias,"Rua do Rosario, 2800 - Olarias",137358,75,2,2,1,Olarias
Apartamento em Santo Antonio,"Rua do Rosario, 514 - Santo Antonio",150106,47,1,1,0,Santo Antonio
Apartamento em Vila Estrela,"Rua Balduino Taques, 766 - Vila Estrela",287369,49,2,1,0,Vila Estrela
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 995 - Jardim Carvalho",564687,107,3,2,2,Jardim Carvalho
Apartamento em Estrela,"Rua Comendador Miró, 2249 - Estrela",270781,52,2,1,1,Estrela
Apartamento em Orfãs,"Rua Paula Xavier, 1195 - Orfãs",111082,50,2,1,1,Orfãs
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 1514 - Nova Russia",115890,81,2,2,1,Nova Russia
Apartamento em Boa Vista,"Rua Comendador Miró, 449 - Boa Vista",224334,60,2,1,1,Boa Vista
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 616 - Santo Antonio",194714,56,2,1,1,Santo Antonio
Apartamento em Centro,"Rua Balduino Taques, 2321 - Centro",378871,78,2,2,1,Centro
Apartamento em Jardim America,"Rua Paula Xavier, 149 - Jardim America",76557,34,2,1,0,Jardim America
Apartamento em Santo Antonio,"Rua Paula Xavier, 580 - Santo Antonio",143704,53,3,1,1,Santo Antonio
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 1144 - Santo Antonio",173392,56,2,1,1,Santo Antonio
Apartamento em Centro,"Rua Paula Xavier, 2060 - Centro",299624,63,2,1,1,Centro
Apartamento em Jardim Sabara,"Rua Comendador Miró, 2160 - Jardim Sabara",173925,68,2,1,1,Jardim Sabara
Apartamento em Jardim America,"Av. Vicente Machado, 2696 - Jardim America",88778,56,2,1,1,Jardim America
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2316 - Jardim Carvalho",358420,67,2,1,1,Jardim Carvalho
Apartamento em Neves,"Av. Vicente Machado, 1150 - Neves",117723,58,2,1,1,Neves
Apartamento em Contorno,"Rua Balduino Taques, 2652 - Contorno",95595,60,2,1,1,Contorno
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 2491 - Santa Paula",133778,75,2,2,1,Santa Paula
Apartamento em Estrela,"Rua do Rosario, 2708 - Estrela",297729,51,2,1,1,Estrela
Apartamento em Jardim Sabara,"Rua Comendador Miró, 1337 - Jardim Sabara",125876,43,1,1,0,Jardim Sabara
Apartamento em Chapada,"Av. Carlos Cavalcanti, 286 - Chapada",123312,37,1,1,0,Chapada
Apartamento em Oficinas,"Rua Comendador Miró, 661 - Oficinas",203009,51,3,1,1,Oficinas
Apartamento em Ronda,"Rua Balduino Taques, 2055 - Ronda",93376,40,2,1,0,Ronda
Apartamento em Santa Paula,"Av. Vicente Machado, 979 - Santa Paula",132630,42,1,1,0,Santa Paula
Apartamento em Nova Russia,"Av. Vicente Machado, 2992 - Nova Russia",144136,49,1,1,0,Nova Russia
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 273 - Jardim America",137280,57,2,1,1,Jardim America
Apartamento em Oficinas,"Rua Balduino Taques, 163 - Oficinas",194410,71,2,2,1,Oficinas
Apartamento em Uvaranas,"Rua Paula Xavier, 2494 - Uvaranas",160143,43,1,1,0,Uvaranas
Apartamento em Centro,"Rua Comendador Miró, 1851 - Centro",1101507,163,4,3,2,Centro
Apartamento em Jardim America,"Rua Comendador Miró, 2360 - Jardim America",64647,35,2,1,0,Jardim America
Apartamento em Olarias,"Rua Paula Xavier, 2021 - Olarias",126112,46,2,1,0,Olarias
Apartamento em Santo Antonio,"Av. Vicente Machado, 834 - Santo Antonio",219718,55,2,1,1,Santo Antonio
Apartamento em Estrela,"Rua do Rosario, 797 - Estrela",126796,47,1,1,0,Estrela
Apartamento em Uvaranas,"Rua Comendador Miró, 2748 - Uvaranas",155108,46,1,1,0,Uvaranas
Apartamento em Nova Russia,"Av. Vicente Machado, 31 - Nova Russia",182524,72,2,2,1,Nova Russia
Apartamento em Chapada,"Rua do Rosario, 2248 - Chapada",111967,53,2,1,1,Chapada
Apartamento em Uvaranas,"Rua Comendador Miró, 2999 - Uvaranas",166611,67,2,1,1,Uvaranas
Apartamento em Jardim Sabara,"Av. Vicente Machado, 2346 - Jardim Sabara",151602,51,2,1,1,Jardim Sabara
Apartamento em Santa Paula,"Rua Paula Xavier, 2543 - Santa Paula",122444,48,1,1,0,Santa Paula
Apartamento em Olarias,"Rua Balduino Taques, 1807 - Olarias",76438,58,2,1,1,Olarias
Apartamento em Vila Estrela,"Rua Balduino Taques, 2341 - Vila Estrela",493812,63,2,1,1,Vila Estrela
Apartamento em Uvaranas,"Rua do Rosario, 1231 - Uvaranas",79026,42,2,1,0,Uvaranas
Apartamento em Nova Russia,"Av. Vicente Machado, 220 - Nova Russia",190939,62,3,1,1,Nova Russia
Apartamento em Olarias,"Av. Vicente Machado, 1197 - Olarias",97299,41,1,1,0,Olarias
Apartamento em Boa Vista,"Rua Paula Xavier, 288 - Boa Vista",87512,34,1,1,0,Boa Vista
Apartamento em Estrela,"Rua Balduino Taques, 2198 - Estrela",313334,86,2,2,1,Estrela
Apartamento em Ronda,"Rua do Rosario, 2058 - Ronda",50967,34,1,1,0,Ronda
Apartamento em Contorno,"Rua Balduino Taques, 2246 - Contorno",169359,45,1,1,0,Contorno
Apartamento em Nova Russia,"Rua Paula Xavier, 2685 - Nova Russia",177255,52,2,1,1,Nova Russia
Apartamento em Centro,"Av. Carlos Cavalcanti, 1078 - Centro",509006,107,4,2,2,Centro
Apartamento em Orfãs,"Rua Balduino Taques, 580 - Orfãs",180504,69,2,1,1,Orfãs
Apartamento em Orfãs,"Rua Comendador Miró, 1360 - Orfãs",137214,44,1,1,0,Orfãs
Apartamento em Oficinas,"Rua Balduino Taques, 2319 - Oficinas",234086,61,2,1,1,Oficinas
Apartamento em Oficinas,"Rua Balduino Taques, 1714 - Oficinas",153776,46,1,1,0,Oficinas
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 540 - Uvaranas",267891,71,2,2,1,Uvaranas
Apartamento em Boa Vista,"Rua Balduino Taques, 155 - Boa Vista",160294,49,1,1,0,Boa Vista
Apartamento em Santa Paula,"Rua Comendador Miró, 1444 - Santa Paula",109432,98,3,2,1,Santa Paula
Apartamento em Vila Estrela,"Av. Vicente Machado, 97 - Vila Estrela",323951,66,2,1,1,Vila Estrela
Apartamento em Oficinas,"Av. Vicente Machado, 2198 - Oficinas",368179,94,4,2,1,Oficinas
Apartamento em Jardim America,"Rua Comendador Miró, 84 - Jardim America",198524,80,2,2,1,Jardim America
Apartamento em Olarias,"Av. Carlos Cavalcanti, 1555 - Olarias",131289,39,1,1,0,Olarias
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 2260 - Jardim Carvalho",526589,132,3,3,2,Jardim Carvalho
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 2531 - Jardim Carvalho",78210,84,3,2,1,Jardim Carvalho
Apartamento em Chapada,"Rua Paula Xavier, 1798 - Chapada",63700,47,1,1,0,Chapada
Apartamento em Oficinas,"Rua Balduino Taques, 2420 - Oficinas",188869,59,2,1,1,Oficinas
Apartamento em Centro,"Rua Comendador Miró, 2206 - Centro",241953,58,2,1,1,Centro
Apartamento em Oficinas,"Rua Balduino Taques, 2958 - Oficinas",671861,116,3,2,2,Oficinas
Apartamento em Ronda,"Rua Balduino Taques, 242 - Ronda",136620,87,2,2,1,Ronda
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 189 - Jardim Carvalho",413675,94,3,2,1,Jardim Carvalho
Apartamento em Neves,"Rua Comendador Miró, 1010 - Neves",107772,44,1,1,0,Neves
Apartamento em Contorno,"Av. Carlos Cavalcanti, 1970 - Contorno",184076,56,3,1,1,Contorno
Apartamento em Nova Russia,"Rua Balduino Taques, 1034 - Nova Russia",76275,36,1,1,0,Nova Russia
Apartamento em Olarias,"Rua Comendador Miró, 1472 - Olarias",58909,33,1,1,0,Olarias
Apartamento em Ronda,"Rua Paula Xavier, 1512 - Ronda",95371,38,1,1,0,Ronda
Apartamento em Olarias,"Rua Comendador Miró, 1010 - Olarias",187579,82,2,2,1,Olarias
Apartamento em Jardim Sabara,"Rua Paula Xavier, 2868 - Jardim Sabara",186809,54,2,1,1,Jardim Sabara
Apartamento em Olarias,"Rua Balduino Taques, 1429 - Olarias",230881,95,3,2,1,Olarias
Apartamento em Vila Estrela,"Rua do Rosario, 2001 - Vila Estrela",450928,78,2,2,1,Vila Estrela
Apartamento em Boa Vista,"Av. Vicente Machado, 2143 - Boa Vista",82910,61,3,1,1,Boa Vista
